Flat profile:

Each sample counts as 0.02 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ks/call  Ks/call  name    
                0.00    0.00       2/2           fwrite [146]
                0.00    0.00       2/466         fread [101]
                0.00    0.00       1/3           WaveData_New [148]
                0.00    0.00       1/2           CloudData_New [152]
                0.00    0.00       8/374         free_Memory [178]
                0.00    0.00       4/20          fclose [205]
                0.00    0.00       2/2           rmdir [230]
                0.00    0.00       1/1           CloudWave_Init [236]
                0.00    0.00       1/2           CloudData_Del [224]
-----------------------------------------------
                0.00    0.00       1/18626499     setview [125]
                0.00    0.00      26/18626499     getviewscrncoords [131]
               89.89  314.22 6493704/18626499     getscrncoords [17]
              167.95  587.08 12132768/18626499     getdblscrncoords [11]
[14]     9.2  257.84  901.29 18626499         getscrnpt [14]
              590.48   34.91 18626499/18626502     convertpt [18]
              275.91    0.00 18626499/26715013     findposvector [25]
-----------------------------------------------
                5.56 1131.72       1/1           InitCloudMap [13]
[15]     9.1    5.56 1131.72       1         MapCloudObject [15]
              128.74 1001.30      20/20          MapCloudLayer [16]
                1.06    0.00  315625/4132901     pow [60]
                0.61    0.00  315625/93065122     cos [33]
                0.00    0.00      20/28271       BusyWin_Update [75]
                0.00    0.00       1/37          BusyWin_New [133]
                0.00    0.00       1/37          BusyWin_Del [199]
-----------------------------------------------
              128.74 1001.30      20/20          MapCloudObject [15]
[16]     9.0  128.74 1001.30      20         MapCloudLayer [16]
              119.47  566.89 6312500/6493704     getscrncoords [17]
              236.30    0.00 6986029/7346029     setface [30]
                5.04   17.75  436678/436678      rendercloud [54]
               21.50    0.00  436678/436678      MapCloud [56]
               16.80    0.00 6289920/6289920     setcloudfaceone [58]
               16.08    0.00 6289920/6289920     setcloudfacetwo [59]
                0.79    0.00   64783/179128      ScreenPixelPlot [70]
                0.48    0.01   24980/28271       BusyWin_Update [75]
                0.19    0.00   24980/26885       CheckInput_ID [78]
                0.00    0.00      20/260         sprintf [91]
                0.00    0.00      20/37          BusyWin_New [133]
                0.00    0.00      20/4021985     memset [36]
                0.00    0.00      20/37          BusyWin_Del [199]
-----------------------------------------------
                0.00    0.00       2/6493704     Celestial_Bodies [62]
                3.43   16.27  181202/6493704     maptopoobject [6]
              119.47  566.89 6312500/6493704     MapCloudLayer [16]
[17]     5.6  122.90  583.17 6493704         getscrncoords [17]
               89.89  314.22 6493704/18626499     getscrnpt [14]
              110.40    0.00 6493704/18626500     RotatePoint [28]
               68.66    0.00 6493704/22670757     VectorMagnitude [31]
-----------------------------------------------
                0.00    0.00       3/18626502     setview [125]
              590.48   34.91 18626499/18626502     getscrnpt [14]
[18]     5.0  590.48   34.91 18626502         convertpt [18]
               34.91    0.00 18626502/111385160     sin [32]
-----------------------------------------------
                0.07    0.70    4984/4044256     FractFace_Render [7]
               59.17  564.55 4039272/4044256     FractRecurse [8]
[19]     5.0   59.24  565.24 4044256         FacePt_Switch [19]
              378.76  186.48 4044256/4044256     Face_Compute [20]
-----------------------------------------------
              378.76  186.48 4044256/4044256     FacePt_Switch [19]
[20]     4.5  378.76  186.48 4044256         Face_Compute [20]
              102.66   39.04 12131984/12131984     findangle [37]
               15.73    0.00 8088117/93065122     cos [33]
               15.16    0.00 8087722/111385160     sin [32]
               13.89    0.00 4043861/15428173     atan [48]
-----------------------------------------------
                                                 <spontaneous>
[21]     4.0  274.32  232.92                 cexp [21]
              112.70    0.00 55879689/55879689     __muldf3 [40]
               49.08    0.00 18626563/55879689     __adddf3 [35]
               36.23    0.00 18626563/93065122     cos [33]
               34.91    0.00 18626563/111385160     sin [32]
-----------------------------------------------
                0.02    0.03    4096/43958352     DitherTable_New [89]
                0.03    0.05    6875/43958352     makesky [77]
                0.48    0.80  113285/43958352     FractFace_Render [7]
                1.10    1.84  262144/43958352     GaussRand [66]
               10.46   17.51 2488524/43958352     DoGauss [52]
               67.92  113.71 16157088/43958352     FractRecurse [8]
              104.79  175.43 24926340/43958352     FractPoly_Divide [12]
[22]     3.9  184.80  309.38 43958352         drand48 [22]
              309.38    0.00 43958352/43958352     __static__rng__.home.developer.amiga.gcc.projects.libnix.sources.math.extra.rand48.c__rand48.c [29]
-----------------------------------------------
                                                 <spontaneous>
[23]     3.6  313.06  140.30                 __ieee754_exp [23]
               98.16    0.00 37253126/55879689     __adddf3 [35]
               42.14    0.00 18626563/55879689     __ledf2 [39]
-----------------------------------------------
                0.25    0.29    4984/4044256     FractFace_Render [7]
              203.25  237.46 4039272/4044256     FractRecurse [8]
[24]     3.5  203.50  237.75 4044256         FractPoint_Sort [24]
              237.75    0.00 54583326/73535011     swmem [27]
-----------------------------------------------
                0.00    0.00       2/26715013     setview [125]
                0.15    0.00    9968/26715013     FractFace_Render [7]
              119.66    0.00 8078544/26715013     FractRecurse [8]
              275.91    0.00 18626499/26715013     getscrnpt [14]
[25]     3.1  395.72    0.00 26715013         findposvector [25]
-----------------------------------------------
                                                 <spontaneous>
[26]     2.8  270.94   84.28                 exp [26]
               84.28    0.00 37253126/55879689     __ledf2 [39]
-----------------------------------------------
                0.00    0.00       2/73535011     sortrenderlist [156]
               14.23    0.00 3266855/73535011     CloudPointSort [57]
               33.13    0.00 7606284/73535011     FractPoly_Divide [12]
               35.19    0.00 8078544/73535011     FractRecurse [8]
              237.75    0.00 54583326/73535011     FractPoint_Sort [24]
[27]     2.5  320.30    0.00 73535011         swmem [27]
-----------------------------------------------
                0.00    0.00       2/18626500     setview [125]
                0.00    0.00      26/18626500     getviewscrncoords [131]
              110.40    0.00 6493704/18626500     getscrncoords [17]
              206.26    0.00 12132768/18626500     getdblscrncoords [11]
[28]     2.5  316.66    0.00 18626500         RotatePoint [28]
-----------------------------------------------
              309.38    0.00 43958352/43958352     drand48 [22]
[29]     2.5  309.38    0.00 43958352         __static__rng__.home.developer.amiga.gcc.projects.libnix.sources.math.extra.rand48.c__rand48.c [29]
-----------------------------------------------
               12.18    0.00  360000/7346029     maptopoobject [6]
              236.30    0.00 6986029/7346029     MapCloudLayer [16]
[30]     2.0  248.48    0.00 7346029         setface [30]
-----------------------------------------------
                0.00    0.00       3/22670757     setview [125]
                0.00    0.00      26/22670757     getviewscrncoords [131]
               42.76    0.00 4044256/22670757     SurfaceNormal [38]
               68.66    0.00 6493704/22670757     getscrncoords [17]
              128.29    0.00 12132768/22670757     getdblscrncoords [11]
[31]     1.9  239.72    0.00 22670757         VectorMagnitude [31]
-----------------------------------------------
                0.00    0.00       3/111385160     setview [125]
                0.00    0.00     360/111385160     BuildTrigTables [137]
                0.02    0.00    9557/111385160     Reflection_Render [61]
                0.07    0.00   35392/111385160     Cloud_Generate [50]
               15.16    0.00 8087722/111385160     Face_Compute [20]
               34.91    0.00 18626502/111385160     convertpt [18]
               34.91    0.00 18626563/111385160     cexp [21]
              123.68    0.00 65999061/111385160     WaveAmp_Compute [10]
[32]     1.7  208.74    0.00 111385160         sin [32]
-----------------------------------------------
                0.00    0.00       1/93065122     globemap [4]
                0.00    0.00       3/93065122     setview [125]
                0.00    0.00     360/93065122     BuildTrigTables [137]
                0.07    0.00   35392/93065122     Cloud_Generate [50]
                0.61    0.00  315625/93065122     MapCloudObject [15]
               15.73    0.00 8088117/93065122     Face_Compute [20]
               36.23    0.00 18626563/93065122     cexp [21]
              128.37    0.00 65999061/93065122     WaveAmp_Compute [10]
[33]     1.4  181.02    0.00 93065122         cos [33]
-----------------------------------------------
              178.42    0.05 2444420/2444420     MapTopo [9]
[34]     1.4  178.42    0.05 2444420         WaterEco_Set [34]
                0.05    0.00   13929/4132901     pow [60]
-----------------------------------------------
               49.08    0.00 18626563/55879689     cexp [21]
               98.16    0.00 37253126/55879689     __ieee754_exp [23]
[35]     1.2  147.24    0.00 55879689         __adddf3 [35]
-----------------------------------------------
                0.00    0.00       1/4021985     globemap [4]
                0.00    0.00      20/4021985     MapCloudLayer [16]
                0.00    0.00      20/4021985     calloc [120]
                0.00    0.00     120/4021985     saveILBM [76]
                0.88    0.00   24745/4021985     LoadImage [63]
              142.53    0.00 3997079/4021985     MapTopo [9]
[36]     1.1  143.42    0.00 4021985         memset [36]
-----------------------------------------------
              102.66   39.04 12131984/12131984     Face_Compute [20]
[37]     1.1  102.66   39.04 12131984         findangle [37]
               39.04    0.00 11365193/15428173     atan [48]
-----------------------------------------------
                0.11    0.05    4984/4044256     FractFace_Render [7]
               85.37   42.71 4039272/4044256     FractRecurse [8]
[38]     1.0   85.48   42.76 4044256         SurfaceNormal [38]
               42.76    0.00 4044256/22670757     VectorMagnitude [31]
-----------------------------------------------
               42.14    0.00 18626563/55879689     __ieee754_exp [23]
               84.28    0.00 37253126/55879689     exp [26]
[39]     1.0  126.42    0.00 55879689         __ledf2 [39]
-----------------------------------------------
              112.70    0.00 55879689/55879689     cexp [21]
[40]     0.9  112.70    0.00 55879689         __muldf3 [40]
-----------------------------------------------
               97.70    9.60  101753/101753      MapTopo [9]
[41]     0.9   97.70    9.60  101753         ComputeTextureColor [41]
                5.18    0.00  101753/101753      DEM_InterpPt [65]
                3.18    0.00  101753/101753      MakeNoise [67]
                1.24    0.00  404796/404796      ceil [73]
                0.00    0.00    2216/2216        floor [173]
-----------------------------------------------
               68.04   22.42 1599836/1599836     MapTopo [9]
[42]     0.7   68.04   22.42 1599836         ecoset [42]
               22.42    0.00 1599836/1599836     SetScreenColor [55]
-----------------------------------------------
                0.11    0.00    4984/4044256     FractFace_Render [7]
               86.53    0.00 4039272/4044256     FractRecurse [8]
[43]     0.7   86.64    0.00 4044256         VectorAngle [43]
-----------------------------------------------
                                                 <spontaneous>
[44]     0.6   79.80    0.00                 finite [44]
-----------------------------------------------
                                                 <spontaneous>
[45]     0.6   75.42    0.00                 cimag [45]
-----------------------------------------------
                0.09    0.00    4984/4044256     FractFace_Render [7]
               74.19    0.00 4039272/4044256     FractRecurse [8]
[46]     0.6   74.28    0.00 4044256         ACos_Table [46]
-----------------------------------------------
                                                 <spontaneous>
[47]     0.5   57.44    0.00                 creal [47]
-----------------------------------------------
                0.00    0.00       5/15428173     findangle2 [167]
                0.07    0.00   19114/15428173     Reflection_Render [61]
               13.89    0.00 4043861/15428173     Face_Compute [20]
               39.04    0.00 11365193/15428173     findangle [37]
[48]     0.4   53.00    0.00 15428173         atan [48]
-----------------------------------------------
                0.00    0.00       1/7935766     globemap [4]
                0.00    0.00       1/7935766     makesky [77]
                0.00    0.00       1/7935766     Raster_Fract [51]
                0.62    0.00   93349/7935766     FractFace_Render [7]
               25.08    0.00 3803142/7935766     FractPoly_Divide [12]
               26.64    0.00 4039272/7935766     FractRecurse [8]
[49]     0.4   52.34    0.00 7935766         srand48 [49]
-----------------------------------------------
                0.62   37.97       1/1           InitCloudMap [13]
[50]     0.3    0.62   37.97       1         Cloud_Generate [50]
                1.70   36.14       1/1           Raster_Fract [51]
                0.07    0.00   35392/93065122     cos [33]
                0.07    0.00   35392/111385160     sin [32]
                0.00    0.00      64/28271       BusyWin_Update [75]
                0.00    0.00      64/26885       CheckInput_ID [78]
                0.00    0.00       1/37          BusyWin_New [133]
                0.00    0.00       1/374         get_Memory [111]
                0.00    0.00       1/37          BusyWin_Del [199]
-----------------------------------------------
                1.70   36.14       1/1           Cloud_Generate [50]
[51]     0.3    1.70   36.14       1         Raster_Fract [51]
                8.16   27.98  622131/622131      DoGauss [52]
                0.00    0.00       3/28271       BusyWin_Update [75]
                0.00    0.00       1/37          BusyWin_New [133]
                0.00    0.00       7/4132901     pow [60]
                0.00    0.00       3/26885       CheckInput_ID [78]
                0.00    0.00       1/7935766     srand48 [49]
                0.00    0.00       1/37          BusyWin_Del [199]
-----------------------------------------------
                8.16   27.98  622131/622131      Raster_Fract [51]
[52]     0.3    8.16   27.98  622131         DoGauss [52]
               10.46   17.51 2488524/43958352     drand48 [22]
-----------------------------------------------
                0.03    0.00    4984/4044256     FractFace_Render [7]
               27.87    0.00 4039272/4044256     FractRecurse [8]
[53]     0.2   27.90    0.00 4044256         ZeroCoords [53]
-----------------------------------------------
                5.04   17.75  436678/436678      MapCloudLayer [16]
[54]     0.2    5.04   17.75  436678         rendercloud [54]
                3.52   14.23  436678/436678      CloudPointSort [57]
-----------------------------------------------
               22.42    0.00 1599836/1599836     ecoset [42]
[55]     0.2   22.42    0.00 1599836         SetScreenColor [55]
-----------------------------------------------
               21.50    0.00  436678/436678      MapCloudLayer [16]
[56]     0.2   21.50    0.00  436678         MapCloud [56]
-----------------------------------------------
                3.52   14.23  436678/436678      rendercloud [54]
[57]     0.1    3.52   14.23  436678         CloudPointSort [57]
               14.23    0.00 3266855/73535011     swmem [27]
-----------------------------------------------
               16.80    0.00 6289920/6289920     MapCloudLayer [16]
[58]     0.1   16.80    0.00 6289920         setcloudfaceone [58]
-----------------------------------------------
               16.08    0.00 6289920/6289920     MapCloudLayer [16]
[59]     0.1   16.08    0.00 6289920         setcloudfacetwo [59]
-----------------------------------------------
                0.00    0.00       1/4132901     SetRenderSpeedGauge [168]
                0.00    0.00       7/4132901     Raster_Fract [51]
                0.00    0.00     197/4132901     vfscanf [94]
                0.05    0.00   13929/4132901     WaterEco_Set [34]
                1.06    0.00  315625/4132901     MapCloudObject [15]
               12.77    0.00 3803142/4132901     FractPoly_Divide [12]
[60]     0.1   13.88    0.00 4132901         pow [60]
-----------------------------------------------
               12.52    0.22       1/1           globemap [4]
[61]     0.1   12.52    0.22       1         Reflection_Render [61]
                0.12    0.00    9557/179128      ScreenPixelPlot [70]
                0.07    0.00   19114/15428173     atan [48]
                0.02    0.00    9557/9558        tan [113]
                0.02    0.00    9557/111385160     sin [32]
                0.00    0.00     119/28271       BusyWin_Update [75]
                0.00    0.00     119/26885       CheckInput_ID [78]
                0.00    0.00       1/37          BusyWin_New [133]
                0.00    0.00       1/37          BusyWin_Del [199]
-----------------------------------------------
                0.00   11.20       1/1           globemap [4]
[62]     0.1    0.00   11.20       1         Celestial_Bodies [62]
                6.38    0.08       2/2           Image_Composite [64]
                2.82    0.48       2/4           LoadImage [63]
                0.96    0.48       2/2           HaloEffect [71]
                0.00    0.00       2/22          strmfp [127]
                0.00    0.00       2/6493704     getscrncoords [17]
                0.00    0.00       2/374         free_Memory [178]
-----------------------------------------------
                2.82    0.48       2/4           InitDEMMap [5]
                2.82    0.48       2/4           Celestial_Bodies [62]
[63]     0.1    5.64    0.95       4         LoadImage [63]
                0.88    0.00   24745/4021985     memset [36]
                0.05    0.00   19128/24169       memcpy [86]
                0.02    0.00    1244/28271       BusyWin_Update [75]
                0.00    0.00       6/374         get_Memory [111]
                0.00    0.00       4/32          open [135]
                0.00    0.00       4/37          BusyWin_New [133]
                0.00    0.00       6/225         read [181]
                0.00    0.00       4/4           CheckIFF [215]
                0.00    0.00       4/4           FindIFFChunk [216]
                0.00    0.00       4/19          lseek [207]
                0.00    0.00       4/37          BusyWin_Del [199]
                0.00    0.00       4/32          close [202]
                0.00    0.00       4/374         free_Memory [178]
-----------------------------------------------
                6.38    0.08       2/2           Celestial_Bodies [62]
[64]     0.1    6.38    0.08       2         Image_Composite [64]
                0.08    0.00    6335/179128      ScreenPixelPlot [70]
                0.00    0.00     157/28271       BusyWin_Update [75]
                0.00    0.00     157/26885       CheckInput_ID [78]
                0.00    0.00       2/37          BusyWin_New [133]
                0.00    0.00       2/37          BusyWin_Del [199]
-----------------------------------------------
                5.18    0.00  101753/101753      ComputeTextureColor [41]
[65]     0.0    5.18    0.00  101753         DEM_InterpPt [65]
-----------------------------------------------
                0.42    2.95   65536/65536       WCS_App_EventLoop [3]
[66]     0.0    0.42    2.95   65536         GaussRand [66]
                1.10    1.84  262144/43958352     drand48 [22]
-----------------------------------------------
                3.18    0.00  101753/101753      ComputeTextureColor [41]
[67]     0.0    3.18    0.00  101753         MakeNoise [67]
-----------------------------------------------
                2.48    0.00   44082/44082       FractFace_Render [7]
[68]     0.0    2.48    0.00   44082         VertexIndexFaceTwo_EdgeSet [68]
-----------------------------------------------
                2.20    0.00   44283/44283       FractFace_Render [7]
[69]     0.0    2.20    0.00   44283         VertexIndexFaceOne_EdgeSet [69]
-----------------------------------------------
                0.08    0.00    6335/179128      Image_Composite [64]
                0.08    0.00    6875/179128      makesky [77]
                0.12    0.00    9557/179128      Reflection_Render [61]
                0.48    0.00   39069/179128      HaloEffect [71]
                0.64    0.00   52509/179128      MapTopo [9]
                0.79    0.00   64783/179128      MapCloudLayer [16]
[70]     0.0    2.18    0.00  179128         ScreenPixelPlot [70]
-----------------------------------------------
                0.96    0.48       2/2           Celestial_Bodies [62]
[71]     0.0    0.96    0.48       2         HaloEffect [71]
                0.48    0.00   39069/179128      ScreenPixelPlot [70]
                0.00    0.00     240/28271       BusyWin_Update [75]
                0.00    0.00     240/26885       CheckInput_ID [78]
                0.00    0.00       2/37          BusyWin_New [133]
                0.00    0.00       2/37          BusyWin_Del [199]
-----------------------------------------------
                1.28    0.00   46575/46575       maptopoobject [6]
[72]     0.0    1.28    0.00   46575         FractFaceTwo_Setup [72]
-----------------------------------------------
                1.24    0.00  404796/404796      ComputeTextureColor [41]
[73]     0.0    1.24    0.00  404796         ceil [73]
-----------------------------------------------
                1.12    0.00   46774/46774       maptopoobject [6]
[74]     0.0    1.12    0.00   46774         FractFaceOne_Setup [74]
-----------------------------------------------
                0.00    0.00       2/28271       InitDEMMap [5]
                0.00    0.00       3/28271       Raster_Fract [51]
                0.00    0.00      20/28271       MapCloudObject [15]
                0.00    0.00      64/28271       Cloud_Generate [50]
                0.00    0.00     119/28271       Reflection_Render [61]
                0.00    0.00     120/28271       saveILBM [76]
                0.00    0.00     120/28271       makesky [77]
                0.00    0.00     157/28271       Image_Composite [64]
                0.00    0.00     240/28271       HaloEffect [71]
                0.02    0.00    1202/28271       maptopoobject [6]
                0.02    0.00    1244/28271       LoadImage [63]
                0.48    0.01   24980/28271       MapCloudLayer [16]
[75]     0.0    0.54    0.01   28271         BusyWin_Update [75]
                0.00    0.01      66/260         sprintf [91]
                0.00    0.00      44/44          ctime [192]
                0.00    0.00      22/27          time [204]
                0.00    0.00      22/48          strncmp [191]
-----------------------------------------------
                0.30    0.18       1/1           globemap [4]
[76]     0.0    0.30    0.18       1         saveILBM [76]
                0.16    0.01     120/120         CompressRows [80]
                0.00    0.00     120/4021985     memset [36]
                0.00    0.00     120/28271       BusyWin_Update [75]
                0.00    0.00     360/24169       memcpy [86]
                0.00    0.00       3/374         get_Memory [111]
                0.00    0.00       1/32          open [135]
                0.00    0.00       1/37          BusyWin_New [133]
                0.00    0.00      22/153         write [184]
                0.00    0.00       3/3           tell [222]
                0.00    0.00       3/374         free_Memory [178]
                0.00    0.00       2/19          lseek [207]
                0.00    0.00       1/32          close [202]
                0.00    0.00       1/37          BusyWin_Del [199]
-----------------------------------------------
                0.28    0.16       1/1           globemap [4]
[77]     0.0    0.28    0.16       1         makesky [77]
                0.08    0.00    6875/179128      ScreenPixelPlot [70]
                0.03    0.05    6875/43958352     drand48 [22]
                0.00    0.00     120/28271       BusyWin_Update [75]
                0.00    0.00     120/26885       CheckInput_ID [78]
                0.00    0.00       1/47          Status_Log [109]
                0.00    0.00       1/260         sprintf [91]
                0.00    0.00       1/47          Log [121]
                0.00    0.00       1/37          BusyWin_New [133]
                0.00    0.00       1/7935766     srand48 [49]
                0.00    0.00       1/37          BusyWin_Del [199]
-----------------------------------------------
                0.00    0.00       3/26885       Raster_Fract [51]
                0.00    0.00      64/26885       Cloud_Generate [50]
                0.00    0.00     119/26885       Reflection_Render [61]
                0.00    0.00     120/26885       makesky [77]
                0.00    0.00     157/26885       Image_Composite [64]
                0.00    0.00     240/26885       HaloEffect [71]
                0.01    0.00    1202/26885       maptopoobject [6]
                0.19    0.00   24980/26885       MapCloudLayer [16]
[78]     0.0    0.20    0.00   26885         CheckInput_ID [78]
-----------------------------------------------
                                                 <spontaneous>
[79]     0.0    0.18    0.00                 DoMethod [79]
-----------------------------------------------
                0.16    0.01     120/120         saveILBM [76]
[80]     0.0    0.16    0.01     120         CompressRows [80]
                0.01    0.00    3934/24169       memcpy [86]
-----------------------------------------------
                                                 <spontaneous>
[81]     0.0    0.10    0.00                 DoMethodA [81]
-----------------------------------------------
                0.00    0.09       1/1           globemap [4]
[82]     0.0    0.00    0.09       1         autoactivate [82]
                0.08    0.00       1/1           initinterview [83]
                0.00    0.00       3/47          Status_Log [109]
                0.00    0.00       3/47          Log [121]
                0.00    0.00       2/260         sprintf [91]
                0.00    0.00       1/1           sortrenderlist [156]
                0.00    0.00       2/374         free_Memory [178]
-----------------------------------------------
                0.08    0.00       1/1           autoactivate [82]
[83]     0.0    0.08    0.00       1         initinterview [83]
                0.00    0.00       2/2           computesinglebox [132]
                0.00    0.00       1/47          Status_Log [109]
                0.00    0.00       2/22          strmfp [127]
                0.00    0.00       2/7           readDEM [143]
                0.00    0.00       1/260         sprintf [91]
                0.00    0.00       1/47          Log [121]
                0.00    0.00       2/374         get_Memory [111]
                0.00    0.00      14/37          strcmp [200]
                0.00    0.00       2/18          strlen [208]
                0.00    0.00       2/374         free_Memory [178]
-----------------------------------------------
                0.08    0.00       1/1           globemap [4]
[84]     0.0    0.08    0.00       1         SplineAllKeys [84]
                0.00    0.00      38/374         get_Memory [111]
-----------------------------------------------
                0.01    0.02       1/2           Handle_APP_Windows [96]
                0.01    0.02       1/2           main [1]
[85]     0.0    0.02    0.05       2         LoadProject [85]
                0.00    0.03       1/1           loadparams [97]
                0.00    0.01     282/798         fscanf [95]
                0.00    0.00       1/1           Database_LoadDisp [124]
                0.00    0.00       2/20          fopen [110]
                0.00    0.00       1/47          Status_Log [109]
                0.00    0.00       1/22          strmfp [127]
                0.00    0.00       1/47          Log [121]
                0.00    0.00       2/2           DirList_Add [153]
                0.00    0.00       2/2           DirList_New [154]
                0.00    0.00       2/5           FixPar [157]
                0.00    0.00       2/111         fgets [151]
                0.00    0.00       2/37          strcmp [200]
                0.00    0.00       2/20          fclose [205]
                0.00    0.00       1/2           getfilenameptrn [229]
                0.00    0.00       1/1           ResetTimeLines [247]
                0.00    0.00       1/2           DirList_Del [225]
-----------------------------------------------
                0.00    0.00       1/24169       FixPar [157]
                0.00    0.00     129/24169       fwrite [146]
                0.00    0.00     360/24169       saveILBM [76]
                0.00    0.00     617/24169       fread [101]
                0.01    0.00    3934/24169       CompressRows [80]
                0.05    0.00   19128/24169       LoadImage [63]
[86]     0.0    0.06    0.00   24169         memcpy [86]
-----------------------------------------------
                0.06    0.00     394/394         vfprintf [88]
[87]     0.0    0.06    0.00     394         __vfprintf_total_size [87]
                0.00    0.00    6223/6612        putc [171]
                0.00    0.00       2/131         __swbuf [185]
-----------------------------------------------
                0.00    0.02     134/394         fprintf [105]
                0.00    0.04     260/394         vsprintf [92]
[88]     0.0    0.00    0.06     394         vfprintf [88]
                0.06    0.00     394/394         __vfprintf_total_size [87]
-----------------------------------------------
                0.00    0.05       1/1           main [1]
[89]     0.0    0.00    0.05       1         DitherTable_New [89]
                0.02    0.03    4096/43958352     drand48 [22]
                0.00    0.00       1/374         get_Memory [111]
-----------------------------------------------
                0.02    0.00       1/2           BuildCloudKeyTable [106]
                0.02    0.00       1/2           BuildWaveKeyTable [107]
[90]     0.0    0.04    0.00       2         SplineGenericKeys [90]
                0.00    0.00       7/374         get_Memory [111]
-----------------------------------------------
                0.00    0.00       1/260         Database_Load [126]
                0.00    0.00       1/260         loadparamsV2 [100]
                0.00    0.00       1/260         makesky [77]
                0.00    0.00       1/260         initinterview [83]
                0.00    0.00       2/260         maptopoobject [6]
                0.00    0.00       2/260         autoactivate [82]
                0.00    0.00       2/260         ModeList_Choose [147]
                0.00    0.00       3/260         InitDEMMap [5]
                0.00    0.00       4/260         InitCloudMap [13]
                0.00    0.00       4/260         Log_ElapsedTime [136]
                0.00    0.00       5/260         setview [125]
                0.00    0.00       8/260         __static__VertexIndex_New.part.1__...MapTopoObject.c__MapTopoObject.c [118]
                0.00    0.00      16/260         setfloat [129]
                0.00    0.00      20/260         MapCloudLayer [16]
                0.00    0.00      22/260         strmfp [127]
                0.00    0.00      25/260         globemap [4]
                0.00    0.00      30/260         SetMemoryReqTxt [123]
                0.00    0.01      47/260         Log [121]
                0.00    0.01      66/260         BusyWin_Update [75]
[91]     0.0    0.00    0.04     260         sprintf [91]
                0.00    0.04     260/260         vsprintf [92]
-----------------------------------------------
                0.00    0.04     260/260         sprintf [91]
[92]     0.0    0.00    0.04     260         vsprintf [92]
                0.00    0.04     260/394         vfprintf [88]
                0.00    0.00     260/6612        putc [171]
-----------------------------------------------
                0.02    0.02       1/1           InitCloudMap [13]
[93]     0.0    0.02    0.02       1         Cloud_Load [93]
                0.00    0.02     355/798         fscanf [95]
                0.00    0.00       1/20          fopen [110]
                0.00    0.00       1/3           WaveData_New [148]
                0.00    0.00       1/2           CloudData_New [152]
                0.00    0.00       1/374         get_Memory [111]
                0.00    0.00       1/111         fgets [151]
                0.00    0.00       1/37          strcmp [200]
                0.00    0.00       1/2           CloudData_Del [224]
                0.00    0.00       1/20          fclose [205]
-----------------------------------------------
                0.00    0.00       1/799         vsscanf [164]
                0.02    0.02     798/799         fscanf [95]
[94]     0.0    0.02    0.02     799         vfscanf [94]
                0.02    0.00     799/971         __srget [116]
                0.00    0.00     197/4132901     pow [60]
                0.00    0.00    5821/6251        getc [172]
                0.00    0.00     795/795         ungetc [174]
-----------------------------------------------
                0.00    0.00      30/798         Database_Load [126]
                0.00    0.01     131/798         Wave_Load [122]
                0.00    0.01     282/798         LoadProject [85]
                0.00    0.02     355/798         Cloud_Load [93]
[95]     0.0    0.00    0.04     798         fscanf [95]
                0.02    0.02     798/799         vfscanf [94]
-----------------------------------------------
                0.00    0.03       5/5           WCS_App_EventLoop [3]
[96]     0.0    0.00    0.03       5         Handle_APP_Windows [96]
                0.01    0.02       1/2           LoadProject [85]
-----------------------------------------------
                0.00    0.03       1/1           LoadProject [85]
[97]     0.0    0.00    0.03       1         loadparams [97]
                0.00    0.03       1/1           loadparamsV2 [100]
                0.00    0.00       1/20          fopen [110]
                0.00    0.00       1/22          strmfp [127]
                0.00    0.00       1/466         fread [101]
                0.00    0.00       2/48          strncmp [191]
                0.00    0.00       2/37          strcmp [200]
                0.00    0.00       1/2           getfilenameptrn [229]
                0.00    0.00       1/20          fclose [205]
                0.00    0.00       1/2           User_Message_Def [228]
                0.00    0.00       1/2           DisposeEcotypes [226]
-----------------------------------------------
                0.00    0.03      15/15          WCS_App_EventLoop [3]
[98]     0.0    0.00    0.03      15         Handle_EP_Window [98]
                0.00    0.03      11/11          Handle_ES_Window [99]
                0.00    0.00       4/4           Handle_SC_Window [155]
-----------------------------------------------
                0.00    0.03      11/11          Handle_EP_Window [98]
[99]     0.0    0.00    0.03      11         Handle_ES_Window [99]
                0.02    0.00       1/1           Make_ES_Window [103]
                0.00    0.00       9/10          SetMemoryReqTxt [123]
                0.00    0.00       3/28          Disable_ES_Gads [203]
-----------------------------------------------
                0.00    0.03       1/1           loadparams [97]
[100]    0.0    0.00    0.03       1         loadparamsV2 [100]
                0.00    0.02       3/3           Ecotype_Load [102]
                0.00    0.00       1/20          fopen [110]
                0.00    0.00      13/466         fread [101]
                0.00    0.00       1/47          Status_Log [109]
                0.00    0.00       1/22          strmfp [127]
                0.00    0.00       1/260         sprintf [91]
                0.00    0.00       1/47          Log [121]
                0.00    0.00       1/374         get_Memory [111]
                0.00    0.00       4/48          strncmp [191]
                0.00    0.00       1/20          fclose [205]
-----------------------------------------------
                0.00    0.00       1/466         loadparams [97]
                0.00    0.00       2/466         InitCloudMap [13]
                0.00    0.00      13/466         loadparamsV2 [100]
                0.00    0.00      48/466         __static__VertexIndex_New.part.1__...MapTopoObject.c__MapTopoObject.c [118]
                0.00    0.00      72/466         Ecotype_Load [102]
