Flat profile:

Each sample counts as 0.02 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ks/call  Ks/call  name    
                0.00    0.00      82/466         FoliageGroup_Load [117]
                0.01    0.00     248/466         Foliage_Load [119]
[101]    0.0    0.02    0.00     466         fread [101]
                0.00    0.00     166/971         __srget [116]
                0.00    0.00     617/24169       memcpy [86]
-----------------------------------------------
                0.00    0.02       3/3           loadparamsV2 [100]
[102]    0.0    0.00    0.02       3         Ecotype_Load [102]
                0.00    0.02       3/3           FoliageGroup_Load [117]
                0.00    0.00      72/466         fread [101]
                0.00    0.00       3/374         get_Memory [111]
                0.00    0.00       3/14          Rootstock_SetName [145]
                0.00    0.00       3/14          Rootstock_SetColorName [144]
-----------------------------------------------
                0.02    0.00       1/1           Handle_ES_Window [99]
[103]    0.0    0.02    0.00       1         Make_ES_Window [103]
                0.00    0.00       1/1           Set_ES_Window [130]
                0.00    0.00       1/10          SetMemoryReqTxt [123]
                0.00    0.00       1/374         get_Memory [111]
                0.00    0.00       1/1           SetRenderSpeedGauge [168]
                0.00    0.00      72/113         MUI_DoNotiPresFal [186]
                0.00    0.00       5/50          KeyButtonFunc [187]
                0.00    0.00       1/42          Set_Param_Menu [196]
-----------------------------------------------
                0.00    0.02       1/1           main [1]
[104]    0.0    0.00    0.02       1         SaveProject [104]
                0.00    0.02     134/134         fprintf [105]
                0.00    0.00       1/20          fopen [110]
                0.00    0.00       1/20          fclose [205]
-----------------------------------------------
                0.00    0.02     134/134         SaveProject [104]
[105]    0.0    0.00    0.02     134         fprintf [105]
                0.00    0.02     134/394         vfprintf [88]
-----------------------------------------------
                0.00    0.02       1/1           InitCloudMap [13]
[106]    0.0    0.00    0.02       1         BuildCloudKeyTable [106]
                0.02    0.00       1/2           SplineGenericKeys [90]
                0.00    0.00       1/2           BuildGenericKeyTable [149]
-----------------------------------------------
                0.00    0.02       1/1           globemap [4]
[107]    0.0    0.00    0.02       1         BuildWaveKeyTable [107]
                0.02    0.00       1/2           SplineGenericKeys [90]
                0.00    0.00       1/2           BuildGenericKeyTable [149]
-----------------------------------------------
                0.02    0.00      47/47          Status_Log [109]
[108]    0.0    0.02    0.00      47         Make_Log_Window [108]
                0.00    0.00       1/374         get_Memory [111]
                0.00    0.00       3/50          KeyButtonFunc [187]
                0.00    0.00       2/8           MUI2_MenuCheck_Hack [210]
                0.00    0.00       1/42          Set_Param_Menu [196]
                0.00    0.00       1/113         MUI_DoNotiPresFal [186]
-----------------------------------------------
                0.00    0.00       1/47          loadparamsV2 [100]
                0.00    0.00       1/47          makesky [77]
                0.00    0.00       1/47          initinterview [83]
                0.00    0.00       1/47          LoadProject [85]
                0.00    0.00       2/47          Database_Load [126]
                0.00    0.00       2/47          Log_ElapsedTime [136]
                0.00    0.00       3/47          InitDEMMap [5]
                0.00    0.00       3/47          autoactivate [82]
                0.00    0.00       5/47          setview [125]
                0.00    0.01      28/47          globemap [4]
[109]    0.0    0.00    0.02      47         Status_Log [109]
                0.02    0.00      47/47          Make_Log_Window [108]
-----------------------------------------------
                0.00    0.00       1/20          Cloud_Load [93]
                0.00    0.00       1/20          Database_Load [126]
                0.00    0.00       1/20          loadparams [97]
                0.00    0.00       1/20          loadparamsV2 [100]
                0.00    0.00       1/20          SaveProject [104]
                0.00    0.00       1/20          Wave_Load [122]
                0.00    0.00       2/20          LoadProject [85]
                0.00    0.00       4/20          InitCloudMap [13]
                0.00    0.01       8/20          __static__VertexIndex_New.part.1__...MapTopoObject.c__MapTopoObject.c [118]
[110]    0.0    0.00    0.02      20         fopen [110]
                0.00    0.01      20/20          calloc [120]
                0.01    0.00      20/44          malloc [112]
                0.00    0.00      20/20          freopen [139]
-----------------------------------------------
                0.00    0.00       1/374         WCS_App_New [160]
                0.00    0.00       1/374         Make_Log_Window [108]
                0.00    0.00       1/374         Cloud_Generate [50]
                0.00    0.00       1/374         Cloud_Load [93]
                0.00    0.00       1/374         DataBase_New [158]
                0.00    0.00       1/374         FixPar [157]
                0.00    0.00       1/374         loadparamsV2 [100]
                0.00    0.00       1/374         Make_ES_Window [103]
                0.00    0.00       1/374         DitherTable_New [89]
                0.00    0.00       1/374         sortrenderlist [156]
                0.00    0.00       1/374         Make_SC_Window [159]
                0.00    0.00       2/374         CloudData_New [152]
                0.00    0.00       2/374         DirList_New [154]
                0.00    0.00       2/374         DirList_Add [153]
                0.00    0.00       2/374         initinterview [83]
                0.00    0.00       3/374         openbitmaps [150]
                0.00    0.00       3/374         saveILBM [76]
                0.00    0.00       3/374         Ecotype_Load [102]
                0.00    0.00       3/374         FoliageGroup_Load [117]
                0.00    0.00       3/374         BuildGenericKeyTable [149]
                0.00    0.00       3/374         WaveData_New [148]
                0.00    0.00       4/374         BuildTrigTables [137]
                0.00    0.00       6/374         LoadImage [63]
                0.00    0.00       6/374         globemap [4]
                0.00    0.00       7/374         readDEM [143]
                0.00    0.00       7/374         SplineGenericKeys [90]
                0.00    0.00       8/374         Foliage_Load [119]
                0.00    0.00       8/374         InitCloudMap [13]
                0.00    0.00      14/374         Rootstock_SetName [145]
                0.00    0.00      14/374         Rootstock_SetColorName [144]
                0.00    0.00      16/374         Wave_New [142]
                0.00    0.00      18/374         InitDEMMap [5]
                0.00    0.00      20/374         CloudLayer_New [140]
                0.00    0.00      23/374         BuildKeyTable [138]
                0.00    0.00      37/374         BusyWin_New [133]
                0.00    0.00      38/374         SplineAllKeys [84]
                0.00    0.00      47/374         ModeList_New [128]
                0.00    0.00      64/374         __static__VertexIndex_New.part.1__...MapTopoObject.c__MapTopoObject.c [118]
[111]    0.0    0.02    0.00     374         get_Memory [111]
-----------------------------------------------
                0.00    0.00       2/44          __allocfd [134]
                0.00    0.00       2/44          realloc [141]
                0.01    0.00      20/44          fopen [110]
                0.01    0.00      20/44          calloc [120]
[112]    0.0    0.02    0.00      44         malloc [112]
-----------------------------------------------
                0.00    0.00       1/9558        globemap [4]
                0.02    0.00    9557/9558        Reflection_Render [61]
[113]    0.0    0.02    0.00    9558         tan [113]
-----------------------------------------------
                                                 <spontaneous>
[114]    0.0    0.02    0.00                 MUI_NewObject [114]
-----------------------------------------------
                                                 <spontaneous>
[115]    0.0    0.02    0.00                 MUI_NewObjectA [115]
-----------------------------------------------
                0.00    0.00       6/971         fgets [151]
                0.00    0.00     166/971         fread [101]
                0.02    0.00     799/971         vfscanf [94]
[116]    0.0    0.02    0.00     971         __srget [116]
                0.00    0.00     178/225         read [181]
-----------------------------------------------
                0.00    0.02       3/3           Ecotype_Load [102]
[117]    0.0    0.00    0.02       3         FoliageGroup_Load [117]
                0.00    0.01       8/8           Foliage_Load [119]
                0.00    0.00      82/466         fread [101]
                0.00    0.00       3/374         get_Memory [111]
                0.00    0.00       3/14          Rootstock_SetName [145]
                0.00    0.00       3/14          Rootstock_SetColorName [144]
-----------------------------------------------
                0.00    0.02       8/8           maptopoobject [6]
[118]    0.0    0.00    0.02       8         __static__VertexIndex_New.part.1__...MapTopoObject.c__MapTopoObject.c [118]
                0.00    0.01       8/20          fopen [110]
                0.00    0.00      64/374         get_Memory [111]
                0.00    0.00      48/466         fread [101]
                0.00    0.00       8/260         sprintf [91]
                0.00    0.00       8/37          strcmp [200]
                0.00    0.00       8/20          fclose [205]
-----------------------------------------------
                0.00    0.01       8/8           FoliageGroup_Load [117]
[119]    0.0    0.00    0.01       8         Foliage_Load [119]
                0.01    0.00     248/466         fread [101]
                0.00    0.00       8/374         get_Memory [111]
                0.00    0.00       8/14          Rootstock_SetName [145]
                0.00    0.00       8/14          Rootstock_SetColorName [144]
-----------------------------------------------
                0.00    0.01      20/20          fopen [110]
[120]    0.0    0.00    0.01      20         calloc [120]
                0.01    0.00      20/44          malloc [112]
                0.00    0.00      20/4021985     memset [36]
-----------------------------------------------
                0.00    0.00       1/47          loadparamsV2 [100]
                0.00    0.00       1/47          makesky [77]
                0.00    0.00       1/47          initinterview [83]
                0.00    0.00       1/47          LoadProject [85]
                0.00    0.00       2/47          Database_Load [126]
                0.00    0.00       2/47          Log_ElapsedTime [136]
                0.00    0.00       3/47          InitDEMMap [5]
                0.00    0.00       3/47          autoactivate [82]
                0.00    0.00       5/47          setview [125]
                0.00    0.00      28/47          globemap [4]
[121]    0.0    0.00    0.01      47         Log [121]
                0.00    0.01      47/260         sprintf [91]
-----------------------------------------------
                0.00    0.01       1/1           globemap [4]
[122]    0.0    0.00    0.01       1         Wave_Load [122]
                0.00    0.01     131/798         fscanf [95]
                0.00    0.00       1/20          fopen [110]
                0.00    0.00       1/111         fgets [151]
                0.00    0.00       1/37          strcmp [200]
                0.00    0.00       1/20          fclose [205]
-----------------------------------------------
                0.00    0.00       1/10          Make_ES_Window [103]
                0.00    0.00       9/10          Handle_ES_Window [99]
[123]    0.0    0.00    0.00      10         SetMemoryReqTxt [123]
                0.00    0.00      30/260         sprintf [91]
-----------------------------------------------
                0.00    0.00       1/1           LoadProject [85]
[124]    0.0    0.00    0.00       1         Database_LoadDisp [124]
                0.00    0.00       1/1           Database_Load [126]
                0.00    0.00       1/22          strmfp [127]
                0.00    0.00       1/18          strlen [208]
-----------------------------------------------
                0.00    0.00       1/1           globemap [4]
[125]    0.0    0.00    0.00       1         setview [125]
                0.00    0.00       5/47          Status_Log [109]
                0.00    0.00       5/260         sprintf [91]
                0.00    0.00       5/47          Log [121]
                0.00    0.00       3/18626502     convertpt [18]
                0.00    0.00       1/18626499     getscrnpt [14]
                0.00    0.00       2/18626500     RotatePoint [28]
                0.00    0.00       3/22670757     VectorMagnitude [31]
                0.00    0.00       2/26715013     findposvector [25]
                0.00    0.00       5/5           findangle2 [167]
                0.00    0.00       3/93065122     cos [33]
                0.00    0.00       3/111385160     sin [32]
                0.00    0.00       5/5           rotate [214]
                0.00    0.00       2/2           BuildRotationMatrix [223]
                0.00    0.00       1/1           UnitVector [251]
                0.00    0.00       1/1           NegateVector [246]
-----------------------------------------------
                0.00    0.00       1/1           Database_LoadDisp [124]
[126]    0.0    0.00    0.00       1         Database_Load [126]
                0.00    0.00      30/798         fscanf [95]
                0.00    0.00       1/20          fopen [110]
                0.00    0.00       2/47          Status_Log [109]
                0.00    0.00       2/47          Log [121]
                0.00    0.00       1/260         sprintf [91]
                0.00    0.00     107/111         fgets [151]
                0.00    0.00       1/1           DataBase_New [158]
                0.00    0.00      49/49          atoi [188]
                0.00    0.00       1/37          strcmp [200]
                0.00    0.00       1/20          fclose [205]
-----------------------------------------------
                0.00    0.00       1/22          Database_LoadDisp [124]
                0.00    0.00       1/22          loadparams [97]
                0.00    0.00       1/22          loadparamsV2 [100]
                0.00    0.00       1/22          LoadProject [85]
                0.00    0.00       2/22          Celestial_Bodies [62]
                0.00    0.00       2/22          initinterview [83]
                0.00    0.00       3/22          globemap [4]
                0.00    0.00       5/22          InitCloudMap [13]
                0.00    0.00       6/22          InitDEMMap [5]
[127]    0.0    0.00    0.00      22         strmfp [127]
                0.00    0.00      22/260         sprintf [91]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[128]    0.0    0.00    0.00       1         ModeList_New [128]
                0.00    0.00      47/374         get_Memory [111]
                0.00    0.00     449/449         strcasecmp [175]
                0.00    0.00       2/374         free_Memory [178]
-----------------------------------------------
                0.00    0.00      16/16          Set_ES_Window [130]
[129]    0.0    0.00    0.00      16         setfloat [129]
                0.00    0.00      16/260         sprintf [91]
                0.00    0.00      16/16          TrimZeros [209]
-----------------------------------------------
                0.00    0.00       1/1           Make_ES_Window [103]
[130]    0.0    0.00    0.00       1         Set_ES_Window [130]
                0.00    0.00      16/16          setfloat [129]
                0.00    0.00       1/1           Disable_ES_Window [238]
-----------------------------------------------
                0.00    0.00      26/26          computesinglebox [132]
[131]    0.0    0.00    0.00      26         getviewscrncoords [131]
                0.00    0.00      26/18626499     getscrnpt [14]
                0.00    0.00      26/18626500     RotatePoint [28]
                0.00    0.00      26/22670757     VectorMagnitude [31]
-----------------------------------------------
                0.00    0.00       2/2           initinterview [83]
[132]    0.0    0.00    0.00       2         computesinglebox [132]
                0.00    0.00      26/26          getviewscrncoords [131]
-----------------------------------------------
                0.00    0.00       1/37          saveILBM [76]
                0.00    0.00       1/37          Cloud_Generate [50]
                0.00    0.00       1/37          InitDEMMap [5]
                0.00    0.00       1/37          makesky [77]
                0.00    0.00       1/37          Reflection_Render [61]
                0.00    0.00       1/37          Raster_Fract [51]
                0.00    0.00       1/37          MapCloudObject [15]
                0.00    0.00       2/37          HaloEffect [71]
                0.00    0.00       2/37          Image_Composite [64]
                0.00    0.00       2/37          maptopoobject [6]
                0.00    0.00       4/37          LoadImage [63]
                0.00    0.00      20/37          MapCloudLayer [16]
[133]    0.0    0.00    0.00      37         BusyWin_New [133]
                0.00    0.00      37/374         get_Memory [111]
                0.00    0.00      37/42          Set_Param_Menu [196]
                0.00    0.00      37/50          KeyButtonFunc [187]
                0.00    0.00      37/113         MUI_DoNotiPresFal [186]
                0.00    0.00       2/27          time [204]
-----------------------------------------------
                0.00    0.00      32/32          open [135]
[134]    0.0    0.00    0.00      32         __allocfd [134]
                0.00    0.00       2/2           realloc [141]
                0.00    0.00       2/44          malloc [112]
-----------------------------------------------
                0.00    0.00       1/32          saveILBM [76]
                0.00    0.00       4/32          LoadImage [63]
                0.00    0.00       7/32          readDEM [143]
                0.00    0.00      20/32          freopen [139]
[135]    0.0    0.00    0.00      32         open [135]
                0.00    0.00      32/32          __allocfd [134]
                0.00    0.00      32/32          _setup_file [201]
-----------------------------------------------
                0.00    0.00       1/1           globemap [4]
[136]    0.0    0.00    0.00       1         Log_ElapsedTime [136]
                0.00    0.00       2/47          Status_Log [109]
                0.00    0.00       4/260         sprintf [91]
                0.00    0.00       2/47          Log [121]
                0.00    0.00       1/27          time [204]
-----------------------------------------------
                0.00    0.00       1/1           globemap [4]
[137]    0.0    0.00    0.00       1         BuildTrigTables [137]
                0.00    0.00     360/93065122     cos [33]
                0.00    0.00     360/111385160     sin [32]
                0.00    0.00       4/374         get_Memory [111]
                0.00    0.00     361/361         asin [180]
                0.00    0.00     361/361         acos [179]
-----------------------------------------------
                0.00    0.00       1/1           globemap [4]
[138]    0.0    0.00    0.00       1         BuildKeyTable [138]
                0.00    0.00      23/374         get_Memory [111]
-----------------------------------------------
                0.00    0.00      20/20          fopen [110]
[139]    0.0    0.00    0.00      20         freopen [139]
                0.00    0.00      20/32          open [135]
                0.00    0.00      20/40          __fclose [198]
                0.00    0.00      20/20          isatty [206]
-----------------------------------------------
                0.00    0.00      20/20          InitCloudMap [13]
[140]    0.0    0.00    0.00      20         CloudLayer_New [140]
                0.00    0.00      20/374         get_Memory [111]
-----------------------------------------------
                0.00    0.00       2/2           __allocfd [134]
[141]    0.0    0.00    0.00       2         realloc [141]
                0.00    0.00       2/44          malloc [112]
                0.00    0.00       2/42          free [197]
-----------------------------------------------
                0.00    0.00       7/16          InitCloudMap [13]
                0.00    0.00       9/16          globemap [4]
[142]    0.0    0.00    0.00      16         Wave_New [142]
                0.00    0.00      16/374         get_Memory [111]
-----------------------------------------------
                0.00    0.00       1/7           globemap [4]
                0.00    0.00       2/7           initinterview [83]
                0.00    0.00       4/7           InitDEMMap [5]
[143]    0.0    0.00    0.00       7         readDEM [143]
                0.00    0.00       7/32          open [135]
                0.00    0.00       7/374         get_Memory [111]
                0.00    0.00      21/225         read [181]
                0.00    0.00       7/32          close [202]
-----------------------------------------------
                0.00    0.00       3/14          Ecotype_Load [102]
                0.00    0.00       3/14          FoliageGroup_Load [117]
                0.00    0.00       8/14          Foliage_Load [119]
[144]    0.0    0.00    0.00      14         Rootstock_SetColorName [144]
                0.00    0.00      14/374         get_Memory [111]
-----------------------------------------------
                0.00    0.00       3/14          Ecotype_Load [102]
                0.00    0.00       3/14          FoliageGroup_Load [117]
                0.00    0.00       8/14          Foliage_Load [119]
[145]    0.0    0.00    0.00      14         Rootstock_SetName [145]
                0.00    0.00      14/374         get_Memory [111]
-----------------------------------------------
                0.00    0.00       2/2           InitCloudMap [13]
[146]    0.0    0.00    0.00       2         fwrite [146]
                0.00    0.00     129/24169       memcpy [86]
                0.00    0.00     129/131         __swbuf [185]
                0.00    0.00     129/6612        putc [171]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[147]    0.0    0.00    0.00       1         ModeList_Choose [147]
                0.00    0.00       2/260         sprintf [91]
                0.00    0.00       6/18          strlen [208]
                0.00    0.00       1/113         MUI_DoNotiPresFal [186]
-----------------------------------------------
                0.00    0.00       1/3           Cloud_Load [93]
                0.00    0.00       1/3           globemap [4]
                0.00    0.00       1/3           InitCloudMap [13]
[148]    0.0    0.00    0.00       3         WaveData_New [148]
                0.00    0.00       3/374         get_Memory [111]
-----------------------------------------------
                0.00    0.00       1/2           BuildCloudKeyTable [106]
                0.00    0.00       1/2           BuildWaveKeyTable [107]
[149]    0.0    0.00    0.00       2         BuildGenericKeyTable [149]
                0.00    0.00       3/374         get_Memory [111]
-----------------------------------------------
                0.00    0.00       1/1           globemap [4]
[150]    0.0    0.00    0.00       1         openbitmaps [150]
                0.00    0.00       3/374         get_Memory [111]
-----------------------------------------------
                0.00    0.00       1/111         Cloud_Load [93]
                0.00    0.00       1/111         Wave_Load [122]
                0.00    0.00       2/111         LoadProject [85]
                0.00    0.00     107/111         Database_Load [126]
[151]    0.0    0.00    0.00     111         fgets [151]
                0.00    0.00       6/971         __srget [116]
                0.00    0.00     430/6251        getc [172]
-----------------------------------------------
                0.00    0.00       1/2           Cloud_Load [93]
                0.00    0.00       1/2           InitCloudMap [13]
[152]    0.0    0.00    0.00       2         CloudData_New [152]
                0.00    0.00       2/374         get_Memory [111]
-----------------------------------------------
                0.00    0.00       2/2           LoadProject [85]
[153]    0.0    0.00    0.00       2         DirList_Add [153]
                0.00    0.00       2/374         get_Memory [111]
-----------------------------------------------
                0.00    0.00       2/2           LoadProject [85]
[154]    0.0    0.00    0.00       2         DirList_New [154]
                0.00    0.00       2/374         get_Memory [111]
-----------------------------------------------
                0.00    0.00       4/4           Handle_EP_Window [98]
[155]    0.0    0.00    0.00       4         Handle_SC_Window [155]
                0.00    0.00       1/1           Make_SC_Window [159]
                0.00    0.00       1/1           ApplyImageScale [161]
                0.00    0.00       1/1           Close_SC_Window [235]
-----------------------------------------------
                0.00    0.00       1/1           autoactivate [82]
[156]    0.0    0.00    0.00       1         sortrenderlist [156]
                0.00    0.00       1/374         get_Memory [111]
                0.00    0.00       2/73535011     swmem [27]
                0.00    0.00       1/374         free_Memory [178]
-----------------------------------------------
                0.00    0.00       1/5           globemap [4]
                0.00    0.00       2/5           Close_ES_Window [165]
                0.00    0.00       2/5           LoadProject [85]
[157]    0.0    0.00    0.00       5         FixPar [157]
                0.00    0.00       1/374         get_Memory [111]
                0.00    0.00       1/24169       memcpy [86]
-----------------------------------------------
                0.00    0.00       1/1           Database_Load [126]
[158]    0.0    0.00    0.00       1         DataBase_New [158]
                0.00    0.00       1/374         get_Memory [111]
-----------------------------------------------
                0.00    0.00       1/1           Handle_SC_Window [155]
[159]    0.0    0.00    0.00       1         Make_SC_Window [159]
                0.00    0.00       1/374         get_Memory [111]
                0.00    0.00       4/50          KeyButtonFunc [187]
                0.00    0.00       1/42          Set_Param_Menu [196]
                0.00    0.00       1/113         MUI_DoNotiPresFal [186]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[160]    0.0    0.00    0.00       1         WCS_App_New [160]
                0.00    0.00       1/374         get_Memory [111]
                0.00    0.00       1/1           Rexx_New [249]
-----------------------------------------------
                0.00    0.00       1/1           Handle_SC_Window [155]
[161]    0.0    0.00    0.00       1         ApplyImageScale [161]
                0.00    0.00       1/1           atof [162]
-----------------------------------------------
                0.00    0.00       1/1           ApplyImageScale [161]
[162]    0.0    0.00    0.00       1         atof [162]
                0.00    0.00       1/1           sscanf [163]
-----------------------------------------------
                0.00    0.00       1/1           atof [162]
[163]    0.0    0.00    0.00       1         sscanf [163]
                0.00    0.00       1/1           vsscanf [164]
-----------------------------------------------
                0.00    0.00       1/1           sscanf [163]
[164]    0.0    0.00    0.00       1         vsscanf [164]
                0.00    0.00       1/799         vfscanf [94]
-----------------------------------------------
                0.00    0.00       1/1           Handle_RN_Window [166]
[165]    0.0    0.00    0.00       1         Close_ES_Window [165]
                0.00    0.00       2/5           FixPar [157]
                0.00    0.00       1/374         free_Memory [178]
-----------------------------------------------
                0.00    0.00       1/1           WCS_App_EventLoop [3]
[166]    0.0    0.00    0.00       1         Handle_RN_Window [166]
                0.00    0.00       1/1           Close_ES_Window [165]
-----------------------------------------------
                0.00    0.00       5/5           setview [125]
[167]    0.0    0.00    0.00       5         findangle2 [167]
                0.00    0.00       5/15428173     atan [48]
-----------------------------------------------
                0.00    0.00       1/1           Make_ES_Window [103]
[168]    0.0    0.00    0.00       1         SetRenderSpeedGauge [168]
                0.00    0.00       1/4132901     pow [60]
-----------------------------------------------
                0.00    0.00       1/138913      __static__Rexx_Del.part.2__...RexxSupport.c__RexxSupport.c [256]
                0.00    0.00  138912/138913      WCS_App_EventLoop [3]
[169]    0.0    0.00    0.00  138913         Rexx_GetMsg [169]
-----------------------------------------------
                0.00    0.00  138888/138888      WCS_App_EventLoop [3]
[170]    0.0    0.00    0.00  138888         Rexx_SigMask [170]
-----------------------------------------------
                0.00    0.00     129/6612        fwrite [146]
                0.00    0.00     260/6612        vsprintf [92]
                0.00    0.00    6223/6612        __vfprintf_total_size [87]
[171]    0.0    0.00    0.00    6612         putc [171]
-----------------------------------------------
                0.00    0.00     430/6251        fgets [151]
                0.00    0.00    5821/6251        vfscanf [94]
[172]    0.0    0.00    0.00    6251         getc [172]
-----------------------------------------------
                0.00    0.00    2216/2216        ComputeTextureColor [41]
[173]    0.0    0.00    0.00    2216         floor [173]
-----------------------------------------------
                0.00    0.00     795/795         vfscanf [94]
[174]    0.0    0.00    0.00     795         ungetc [174]
-----------------------------------------------
                0.00    0.00     449/449         ModeList_New [128]
[175]    0.0    0.00    0.00     449         strcasecmp [175]
-----------------------------------------------
                0.00    0.00      19/397         lseek [207]
                0.00    0.00     153/397         write [184]
                0.00    0.00     225/397         read [181]
[176]    0.0    0.00    0.00     397         _lx_fhfromfd [176]
-----------------------------------------------
                0.00    0.00     153/378         write [184]
                0.00    0.00     225/378         read [181]
[177]    0.0    0.00    0.00     378         __chkabort [177]
-----------------------------------------------
                0.00    0.00       1/374         Close_Log_Window [233]
                0.00    0.00       1/374         Close_ES_Window [165]
                0.00    0.00       1/374         sortrenderlist [156]
                0.00    0.00       1/374         Close_SC_Window [235]
                0.00    0.00       2/374         WCS_App_Del [252]
                0.00    0.00       2/374         closebitmaps [257]
                0.00    0.00       2/374         Celestial_Bodies [62]
                0.00    0.00       2/374         initinterview [83]
                0.00    0.00       2/374         autoactivate [82]
                0.00    0.00       2/374         ModeList_New [128]
                0.00    0.00       3/374         saveILBM [76]
                0.00    0.00       3/374         main [1]
                0.00    0.00       4/374         LoadImage [63]
                0.00    0.00       4/374         DirList_Del [225]
                0.00    0.00       4/374         FreeTrigTables [242]
                0.00    0.00       8/374         globemap [4]
                0.00    0.00       8/374         InitCloudMap [13]
                0.00    0.00       9/374         FoliageGroup_Del [219]
                0.00    0.00      10/374         FreeGenericKeyTable [227]
                0.00    0.00      12/374         Ecotype_Del [218]
                0.00    0.00      19/374         WaveData_Del [221]
                0.00    0.00      21/374         Foliage_Del [220]
                0.00    0.00      22/374         InitDEMMap [5]
                0.00    0.00      24/374         CloudData_Del [224]
                0.00    0.00      37/374         BusyWin_Del [199]
                0.00    0.00      45/374         ModeList_Del [245]
                0.00    0.00      61/374         FreeKeyTable [241]
                0.00    0.00      64/374         VertexIndex_Del [211]
[178]    0.0    0.00    0.00     374         free_Memory [178]
-----------------------------------------------
                0.00    0.00     361/361         BuildTrigTables [137]
[179]    0.0    0.00    0.00     361         acos [179]
-----------------------------------------------
                0.00    0.00     361/361         BuildTrigTables [137]
[180]    0.0    0.00    0.00     361         asin [180]
-----------------------------------------------
                0.00    0.00       6/225         LoadImage [63]
                0.00    0.00       6/225         CheckIFF [215]
                0.00    0.00      14/225         FindIFFChunk [216]
                0.00    0.00      21/225         readDEM [143]
                0.00    0.00     178/225         __srget [116]
[181]    0.0    0.00    0.00     225         read [181]
                0.00    0.00     225/397         _lx_fhfromfd [176]
                0.00    0.00     225/378         __chkabort [177]
-----------------------------------------------
                                 308             __static__strfnumb__.home.developer.amiga.gcc.projects.libnix.sources.nix.time.strftime.c__strftime.c [182]
                0.00    0.00     220/220         strftime [195]
[182]    0.0    0.00    0.00     220+308     __static__strfnumb__.home.developer.amiga.gcc.projects.libnix.sources.nix.time.strftime.c__strftime.c [182]
                                 308             __static__strfnumb__.home.developer.amiga.gcc.projects.libnix.sources.nix.time.strftime.c__strftime.c [182]
-----------------------------------------------
                0.00    0.00      40/168         __fclose [198]
                0.00    0.00     128/168         __swbuf [185]
[183]    0.0    0.00    0.00     168         __fflush [183]
                0.00    0.00     131/153         write [184]
-----------------------------------------------
                0.00    0.00      22/153         saveILBM [76]
                0.00    0.00     131/153         __fflush [183]
[184]    0.0    0.00    0.00     153         write [184]
                0.00    0.00     153/397         _lx_fhfromfd [176]
                0.00    0.00     153/378         __chkabort [177]
-----------------------------------------------
                0.00    0.00       2/131         __vfprintf_total_size [87]
                0.00    0.00     129/131         fwrite [146]
[185]    0.0    0.00    0.00     131         __swbuf [185]
                0.00    0.00     128/168         __fflush [183]
-----------------------------------------------
                0.00    0.00       1/113         WCS_App_Startup [253]
                0.00    0.00       1/113         Make_Log_Window [108]
                0.00    0.00       1/113         Make_SC_Window [159]
                0.00    0.00       1/113         ModeList_Choose [147]
                0.00    0.00      37/113         BusyWin_New [133]
                0.00    0.00      72/113         Make_ES_Window [103]
[186]    0.0    0.00    0.00     113         MUI_DoNotiPresFal [186]
-----------------------------------------------
                0.00    0.00       1/50          WCS_App_Startup [253]
                0.00    0.00       3/50          Make_Log_Window [108]
                0.00    0.00       4/50          Make_SC_Window [159]
                0.00    0.00       5/50          Make_ES_Window [103]
                0.00    0.00      37/50          BusyWin_New [133]
[187]    0.0    0.00    0.00      50         KeyButtonFunc [187]
-----------------------------------------------
                0.00    0.00      49/49          Database_Load [126]
[188]    0.0    0.00    0.00      49         atoi [188]
                0.00    0.00      49/49          strtol [189]
-----------------------------------------------
                0.00    0.00      49/49          atoi [188]
[189]    0.0    0.00    0.00      49         strtol [189]
                0.00    0.00      49/49          strtoul [190]
-----------------------------------------------
                0.00    0.00      49/49          strtol [189]
[190]    0.0    0.00    0.00      49         strtoul [190]
-----------------------------------------------
                0.00    0.00       2/48          loadparams [97]
                0.00    0.00       4/48          loadparamsV2 [100]
                0.00    0.00       6/48          CheckIFF [215]
                0.00    0.00      14/48          FindIFFChunk [216]
                0.00    0.00      22/48          BusyWin_Update [75]
[191]    0.0    0.00    0.00      48         strncmp [191]
-----------------------------------------------
                0.00    0.00      44/44          BusyWin_Update [75]
[192]    0.0    0.00    0.00      44         ctime [192]
                0.00    0.00      44/44          localtime [194]
                0.00    0.00      44/44          strftime [195]
-----------------------------------------------
                0.00    0.00      44/44          localtime [194]
[193]    0.0    0.00    0.00      44         gmtime [193]
-----------------------------------------------
                0.00    0.00      44/44          ctime [192]
[194]    0.0    0.00    0.00      44         localtime [194]
                0.00    0.00      44/44          gmtime [193]
-----------------------------------------------
                                 132             strftime [195]
                0.00    0.00      44/44          ctime [192]
[195]    0.0    0.00    0.00      44+132     strftime [195]
                0.00    0.00     220/220         __static__strfnumb__.home.developer.amiga.gcc.projects.libnix.sources.nix.time.strftime.c__strftime.c [182]
                                 132             strftime [195]
-----------------------------------------------
                0.00    0.00       1/42          Make_Log_Window [108]
                0.00    0.00       1/42          Make_ES_Window [103]
